Death,Loss
0.602059991,5.46834733
0.301029996,5.602059991
0.77815125,5.260071388
0,5.736396502
0,5.481442629
0.698970004,5.397940009
0.301029996,6.204119983
0.477121255,5.939019776
0.477121255,6.146128036
0.602059991,5.977723605
0.77815125,6
0.602059991,6.146128036
0.602059991,5.84509804
0.602059991,5.977723605
0.77815125,5.602059991
0,6.591064607
0.698970004,5.698970004
0.301029996,6.591064607
0.698970004,6.361727836
0.602059991,6.278753601
0.301029996,5
0.954242509,5.62324929
0,6.431363764
0.301029996,5.86923172
0.698970004,6.161368002
1.653212514,7.204119983
0.301029996,5.062581984
0.301029996,6.716003344
0.602059991,4.763427994
0,5.77815125
0,5.583198774
0,5.439332694
0.84509804,1.698970004
1.672097858,4.707995746
1.146128036,6
0,4.744191245
0,5.736396502
0.602059991,6.544068044
0.301029996,4
0.301029996,5.113943352
0,4.204119983
0.602059991,5.818885415
0,4.698970004
0.954242509,6.544068044
0.954242509,6.662757832
0.477121255,5.602059991
0.698970004,6.204119983
0.77815125,5.103803721
1.146128036,6
0.477121255,6.301029996
0.903089987,4.851258349
0.602059991,1.579783597
0,3.301029996
1,4.857332496
0.84509804,1.698970004
0.84509804,4.698970004
0.477121255,5.301029996
1.041392685,5.780317312
0.301029996,4.301029996
1.230448921,5.392696953
0.301029996,4.301029996
0,4.602059991
0.602059991,5.477121255
0,4.602059991
0.954242509,5.77815125
0,5.477121255
0.84509804,4.477121255
0,4.176091259
0.954242509,3.84509804
0.301029996,6.301029996
0.698970004,6.431363764
0.84509804,5.744292983
0.84509804,5.301029996
0,3.301029996
0,3.301029996
0.954242509,5
0.77815125,3.301029996
0.698970004,3.763427994
0.77815125,5.320146286
0.698970004,4.041392685
0.301029996,5.315970345
0.477121255,3.505149978
1.146128036,5.915399835
0.954242509,3.041392685
0.77815125,5.431363764
0.954242509,5.712649702
0.77815125,5
0.301029996,6
0,5.281033367
0.477121255,5.195899652
0.84509804,5.255272505
1.041392685,4.698970004
0.903089987,3.301029996
0.301029996,3.301029996
0.477121255,3.079181246
0.602059991,3.544068044
0.903089987,6
0.954242509,3.531478917
0.77815125,5.301029996
0.602059991,4
0.84509804,4
1.934498451,3.666517981
0.77815125,5.729812507
0.903089987,5
0.84509804,5.763427994
1.785329835,5.195899652
1.397940009,6.041392685
1.4771,6.6839
1.4771,5.8319
1.4771,4.9542
1.4771,6.3711
1.4771,6.1461
1.4771,5.0414
1.4771,3.1761
1.4771,6.4771
1.4771,5.1361
1.4771,5.6838
1.4771,5
1.4771,7.1139
1.4914,4
1.4914,5.699
1.4914,4
1.4914,4.1139
1.4914,3
1.4914,3
1.4914,5.301
1.4914,5.0322
1.4914,2.3997
1.4914,4.301
1.4914,6.3404
1.4914,5.8217
1.4914,5.7782
1.4914,5.6628
1.4914,5.3424
1.5051,4.3979
1.5051,3.699
1.5051,4.7404
1.5051,6
1.5051,4
1.5051,4.4624
1.5051,4.8111
1.5051,4.9191
1.5051,5.7782
1.5051,4.9294
1.5051,6.4314
1.5051,5.3096
1.5051,4.699
1.5051,6.699
1.5185,4.7782
1.5185,6.4382
1.5185,3
1.5185,4.301
1.5185,5.4955
1.5185,4.6532
1.5185,3.803
1.5185,3.301
1.5185,3.6021
1.5185,5.8306
1.5185,4.9542
1.5185,4.3617
1.5315,4.0645
1.5315,4.3424
1.5315,5.6675
1.5315,3.9579
1.5315,5.6335
1.5315,5.0934
1.5315,4.4771
1.5315,6.4771
1.5315,5.3522
1.5315,5.8293
1.5315,5.5441
1.5315,5.3424
1.5441,4.2304
1.5441,3.1614
1.5441,5.2175
1.5441,4.301
1.5441,5.4405
1.5441,6.8633
1.5441,6
1.5441,5
1.5441,5.301
1.5441,5.8096
1.5441,5.9191
1.5441,5.0182
1.5441,3.3617
1.5563,4.1761
1.5563,5.8451
1.5563,5.4771
1.5563,6.3979
1.5563,5.5563
1.5563,5.0128
1.5563,3.1268
1.5563,6.1461
1.5563,3.301
1.5563,6.5315
1.5682,1.699
1.5682,3.9031
1.5682,3
1.5682,3.4771
1.5682,3.301
1.5682,3.8704
1.5682,4.495
1.5682,5.7782
1.5682,6.7709
1.5682,4.6902
1.5682,6
1.5682,6.0414
1.5682,5.8451
1.5798,5.2041
1.5798,5.382
1.5798,6
1.5798,4.5298
1.5798,3.0682
1.5798,5.1139
1.5798,5.301
1.5798,6
1.5911,3.6021
1.5911,5.9489
1.5911,4.3979
1.5911,5.9497
1.5911,4.301
1.5911,4.1817
1.5911,6.2788
1.5911,5.301
1.5911,4.9445
1.5911,4.2304
1.6021,5.3802
1.6021,4.6335
1.6021,7.4472
1.6021,4.699
1.6021,4.9542
1.6021,5.692
1.6021,5.7404
1.6021,4.4771
1.6021,5.3243
1.6021,6.301
1.6021,4.3617
1.6021,4.4814
1.6021,5.4983
1.6021,3.7623
1.6128,5.0828
1.6128,6.7782
1.6128,4.1461
1.6128,6.9542
1.6128,3.5222
1.6128,6
1.6128,6.0128
1.6128,4.2041
1.6128,5.2304
1.6128,6.699
1.6128,5.3424
1.6232,4.9777
1.6232,3.5175
1.6232,3.0792
1.6232,4.0414
1.6232,3.9031
1.6232,5.6355
1.6232,2.0899
1.6232,4.3979
1.6232,5.5478
1.6232,5
1.6335,4.2788
1.6335,4.8921
1.6335,6.8451
1.6335,6.1303
1.6335,4.5372
1.6335,4.7918
1.6335,5.6599
1.6335,4.301
1.6435,5.301
1.6435,5.5147
1.6435,5.005
1.6435,4.5388
1.6435,5.4314
1.6435,5.3222
1.6435,3.9031
1.6435,4.8808
1.6435,6.0969
1.6532,4.4771
1.6532,6.6021
1.6532,4.7559
1.6532,5.1225
1.6532,4.301
1.6532,3.301
1.6532,4.6021
1.6532,5.9542
1.6532,5.7782
1.6532,5.699
1.6532,7.2041
1.6532,5.8893
1.6532,5.3617
1.6628,6.7782
1.6628,3.699
1.6628,4.7993
1.6628,6.301
1.6628,6.8633
1.6628,3.9031
1.6628,5.131
1.6721,4.708
1.6721,5.2279
1.6721,2.699
1.6721,5.5575
1.6721,7.0414
1.6721,4.1903
1.6721,5.5011
1.6721,4.301
1.6721,5.301
1.6721,5.4393
1.6721,5.5748
1.6721,5.8017
1.6721,4.8573
1.6721,4.3802
1.6721,5
1.6812,3
1.6812,4.415
1.6812,4.7924
1.6812,5.1139
1.6902,4.0792
1.6902,5.4771
1.6902,3
1.6902,7.301
1.6902,7
1.699,3.6107
1.699,4.6532
1.699,4.4472
1.699,5.1492
1.699,5.4082
1.699,4.301
1.699,6.1461
1.699,5.7404
1.699,5.1761
1.699,6.2577
1.7076,4.7597
1.7076,3.6021
1.7076,6.3114
1.7076,5.3243
1.7076,5.8451
1.716,4.5051
1.716,7.2553
1.716,5.9605
1.716,5.7959
1.716,4.301
1.716,6.1139
1.716,4.1139
1.7243,3.9031
1.7243,6.6263
1.7243,5.6503
1.7243,6.2553
1.7243,5.699
1.7243,4.716
1.7243,5.5001
1.7243,3.0792
1.7243,6.8451
1.7243,5.8451
1.7243,3.6021
1.7243,4.3979
1.7243,4.3424
1.7243,7.1461
1.7243,6.7324
1.7324,5.143
1.7324,7.699
1.7324,4.3979
1.7404,3.7782
1.7404,4.7634
1.7404,4.9868
1.7404,5.5441
1.7404,5.8202
1.7404,6.1461
1.7482,4.1761
1.7482,4.7782
1.7482,4.3617
1.7482,4
1.7482,5.7404
1.7482,4
1.7559,4
1.7559,3.5237
1.7559,5.5944
1.7634,5.7832
1.7634,6.0414
1.7634,3.9922
1.7634,5.7782
1.7634,3.301
1.7634,5.9031
1.7634,7.7559
1.7634,4.699
1.7709,3.8261
1.7709,5.0969
1.7709,6.1139
1.7709,5.2041
1.7782,4.8751
1.7782,2.1673
1.7853,4.5441
1.7853,5.683
1.7853,5
1.7853,4.699
1.7853,5.1959
1.7924,4.8808
1.7924,3.7531
1.7924,4.3979
1.7993,4.626
1.7993,4.4876
1.7993,4.1965
1.8062,4.9964
1.8062,5.5011
1.8062,5.7324
1.8062,5.3655
1.8062,6.1632
1.8062,7.8325
1.8129,5.699
1.8129,6.243
1.8129,1.4624
1.8129,5.7559
1.8129,6.4771
1.8195,5.2227
1.8195,6.0969
1.8195,5.8451
1.8195,6.0792
1.8261,5.2279
1.8261,4.0792
1.8261,5.301
1.8261,4.4624
1.8325,5.9872
1.8325,5.8129
1.8325,6.4771
1.8388,3
1.8388,5.5511
1.8388,4.4314
1.8388,6.1793
1.8451,4.8627
1.8451,4.8062
1.8451,5.9031
1.8451,6.3979
1.8513,5.699
1.8513,5.7952
1.8513,6.6266
1.8573,5.7796
1.8573,3
1.8573,5.415
1.8573,4.2477
1.8573,5.5441
1.8573,7
1.8633,5.3096
1.8633,5
1.8633,4.699
1.8692,4.0414
1.8692,5.1139
1.8692,5.1614
1.8692,3.5563
1.8692,5.301
1.8751,4.411
1.8751,5.3409
1.8751,5.699
1.8751,5.4746
1.8751,5.4048
1.8751,4.9445
1.8808,5
1.8808,3.5978
1.8808,4.699
1.8808,6.5911
1.8808,3.8451
1.8865,4.482
1.8865,5.5717
1.8921,6.7782
1.8976,4.5563
1.8976,4.1001
1.9031,5.9031
1.9031,5.301
1.9031,5.699
1.9031,5.3802
1.9031,5.4393
1.9085,6
1.9085,3.4771
1.9085,5.781
1.9085,4.301
1.9138,4.3784
1.9138,7.4771
1.9138,4.5798
1.9191,5.2041
1.9191,3.6021
1.9191,5.5172
1.9191,5.4771
1.9243,5.1538
1.9243,4.8011
1.9243,5
1.9243,4.5056
1.9294,5.243
1.9294,5.9638
1.9345,5.0679
1.9345,3.6665
1.9395,4.7782
1.9445,4.0569
1.9445,6.3263
1.9445,7.9777
1.9445,7.2175
1.9494,5.1761
1.9494,6.3617
1.9494,5.6232
1.9494,5.9542
1.9494,4.5563
1.9542,5.6021
1.9542,6
1.959,5.6464
1.959,6.0792
1.959,5.2651
1.959,4.8567
1.9685,4.7782
1.9685,5.5416
1.9731,4.4914
1.9777,5.1761
1.9777,5.659
1.9777,6
1.9777,5.2122
1.9823,5.281
1.9823,4.5563
1.9823,3.301
1.9823,6
1.9912,6.3617
1.9956,5.6803
1.9956,5.699
1.9956,7.2304
2,4.5315
2,4.9542
2,4.6021
2,5.3802
2,3
2,4.5185
2,5.2041
2.0086,5.6722
2.0086,5.48
2.0128,4.6128
2.0128,5.5368
2.0128,7.1303
2.017,4.3892
2.017,3.7782
2.017,5
2.0253,5.1761
2.0334,4.0792
2.0374,5.5647
2.0414,4.6759
2.0453,4.3979
2.0453,5.9141
2.0492,4.8593
2.0492,6.243
2.0531,3.9494
2.0569,3.9731
2.0569,4.8751
2.0645,6
2.0645,4.3979
2.0682,4.6532
2.0682,6.6284
2.0682,5.8451
2.0719,6.6955
2.0755,4.4771
2.0755,5.3096
2.0792,4.1461
2.0864,4
2.0899,6.3874
2.0899,6
2.0934,5.4472
2.0969,5.6721
2.1004,4.8976
2.1072,5.2041
2.1072,5
2.1106,4.8904
2.1106,7.3243
2.1139,3.9542
2.1139,4
2.1139,6.6532
2.1206,6.3979
2.1239,6.0414
2.1271,6.4639
2.1271,5.1987
2.1303,6.1106
2.1399,6.0128
2.1399,4.1761
2.143,4.2553
2.1492,3.301
2.1553,3.699
2.1553,4.3802
2.1584,3.7993
2.1584,5.699
2.1614,2
2.1614,5.4771
2.1614,4.7853
2.1644,5.0128
2.1644,3.9383
2.1703,5.0936
2.1703,4.3979
2.1732,5.0755
2.1761,1
2.1761,5.5441
2.1761,5.4771
2.179,5.8751
2.179,3.2304
2.179,6.9031
2.1875,4.2304
2.1875,4.5542
2.1875,4.1761
2.1931,3.699
2.1931,4.4314
2.1931,4.1761
2.1987,4.415
2.2014,6.2788
2.2068,5.4814
2.2068,5.9542
2.2095,5.0792
2.2095,3.301
2.2148,3.9974
2.2175,5.7324
2.2201,5.0792
2.2201,4
2.2227,5.699
2.2227,5.0414
2.2279,6.6232
2.2304,4.6021
2.2355,5.7782
2.2405,5.8129
2.2405,3.301
2.2455,6.3424
2.2455,7.1461
2.2455,5.7745
2.248,5.1303
2.2504,3.6232
2.2504,6.1761
2.2529,5.238
2.2553,6.1139
2.2577,7.1761
2.2601,5.8949
2.2601,5.0284
2.2648,6.6232
2.2648,5.2041
2.2648,6.4914
2.2742,6.3404
2.2788,5.4314
2.2967,6.8325
2.2989,5.4393
2.301,3.4771
2.301,3.9542
2.301,6.2253
2.301,5.699
2.3075,5.2355
2.3075,4.3424
2.3075,6.0792
2.3139,5.0128
2.3222,5.3909
2.3222,5.4409
2.3304,3.3802
2.3464,5.673
2.356,5.4771
2.3579,5.0531
2.3617,4.7115
2.3655,4.8361
2.3674,6.6648
2.3692,6.1761
2.3711,4.4624
2.3711,6.3345
2.3729,2.8376
2.3729,4.7419
2.3784,6.3617
2.3784,5.9685
2.3838,6.2095
2.3909,6.9777
2.3927,5.7168
2.3979,4.699
2.3997,5.2765
2.4048,3.4771
2.4048,5.5441
2.4065,3.8451
2.4065,6.301
2.4082,5.301
2.4116,5.5211
2.415,3.699
2.4281,5.1959
2.4393,5.9727
2.444,5.5911
2.4533,5.3979
2.4609,4.9031
2.4609,7.3424
2.4609,6.6532
2.4624,4.356
2.4639,4.8921
2.4669,5.5899
2.4698,6.3979
2.4713,6.699
2.4742,5
2.4742,7.2041
2.4771,6.7924
2.4857,5.699
2.4914,4.9243
2.4983,5.5422
2.5119,6.3424
2.5172,5
2.5378,5.4472
2.5403,5.2041
2.5441,6.5302
2.5441,3.699
2.549,7.0414
2.5502,6.3324
2.5599,5.3979
2.5599,5.699
2.567,6.7782
2.5682,6.8451
2.601,5
2.6149,4.8965
2.6212,6
2.6335,6.8971
2.6444,6.3997
2.6474,5.8692
2.6561,5.3979
2.6628,5.3979
2.6693,6.8062
2.6812,6.3979
2.6972,3.5051
2.6998,5.3756
2.7024,6.4552
2.7067,6.3979
2.7093,5.7674
2.711,6.1951
2.716,4.4771
2.7284,6.646
2.7308,4.7853
2.7372,6.301
2.7396,4.4882
2.7497,7.4771
2.7513,5.8976
2.7731,5.7782
2.7803,6.301
2.781,6.1761
2.7853,5.4771
2.7868,4.9031
2.798,5.6021
2.7993,5.3979
2.8089,5.4544
2.8274,6.301
2.8633,6.3424
2.8639,6.699
2.8993,6.4914
2.9031,5.6224
2.9042,4.7404
2.9101,7.6021
2.9138,6.5218
2.9263,6.1761
2.938,4.6335
2.9465,5.8398
2.9542,6.3979
2.9542,6
2.9643,5.4771
2.9965,5.3424
3.0166,5.4472
3.0265,5.0899
3.0422,4.4771
3.0453,5
3.0515,3.343
3.0774,6.3424
3.0792,6.5224
3.0828,5.6021
3.1169,6
3.1458,4.8222
3.1581,4.5807
3.1798,5.9949
3.2092,4.8932
3.2281,7.2553
3.2467,5.8802
3.2632,8.0969
3.2788,7
3.279,5.9534
3.2978,6.9777
3.3553,6.699
3.44,4.699
3.4725,5.699
3.6268,6.3617
3.6375,6.1614
3.7618,6.4914
3.782,6.0414
3.8665,7
3.9214,6
3.946,6.7138
3.971,6.2175
4.1787,5.9445
4.2146,6.0098
4.2898,6.6435
4.2977,8.3222
4.3011,6.4188
4.303,6.6435
4.4281,5.699
4.549,6.1194
4.7461,5.6021
4.8653,6.716
4.9419,7.9294
5.141,6.6021
5.2193,6.6485
5.3475,6.9031
